num__Call  Failure,num__Complains,num__Subscription  Length,num__Charge  Amount,num__Seconds of Use,num__Frequency of use,num__Frequency of SMS,num__Distinct Called Numbers,num__Age Group,num__Age,num__Customer Value,cat__Tariff Plan_1,cat__Tariff Plan_2,cat__Status_1,cat__Status_2,churn
0.04904981412074942,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,-0.019956943269906737,0.028085170144234194,-0.6122156948648587,-0.37799470501492155,0.1939188735059092,-0.11410606133169028,-0.5298702440288368,1.0,0.0,1.0,0.0,0
-1.0508881755058448,-0.29520177799689495,0.7478322520289689,-0.6272924675504518,-0.9886044000106526,-1.1210231935431025,-0.5944053725363843,-1.1278951795676273,-0.9243318387020809,-0.6790319445455589,-0.821975524593909,1.0,0.0,0.0,1.0,0
0.3240343115273979,-0.29520177799689495,0.5145108115048879,-0.6272924675504518,-0.4782237681889615,-0.16343289047032192,2.5402113572751226,0.0257978582057662,0.1939188735059092,-0.11410606133169028,2.0498198588237333,1.0,0.0,1.0,0.0,0
0.3240343115273979,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,-0.06107425880776663,-0.058968493771473125,-0.6478363395218076,0.6603290289811327,-2.042582550910071,-1.808883710973296,-0.44821448207937753,1.0,0.0,1.0,0.0,0
-0.6384114293958719,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,-0.4925670177951917,-0.19825435603660485,-0.6389311783575704,0.5449597252037933,-2.042582550910071,-1.808883710973296,-0.6297434488577706,1.0,0.0,1.0,0.0,0
0.4615265602307222,-0.29520177799689495,0.6311715317669284,0.034951779716887364,-0.16219416853168953,0.2196032307587903,-0.37177634343045335,0.2565364657604449,0.1939188735059092,-0.11410606133169028,-0.36678993040443314,1.0,0.0,1.0,0.0,0
-0.5009191806925476,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,-0.5004558050786183,-0.5290582789162926,1.8812294311215674,-0.3203100531262519,0.1939188735059092,-0.11410606133169028,1.4707151912557896,1.0,0.0,1.0,0.0,0
0.7365110576373707,-0.29520177799689495,0.5145108115048879,0.6971960269842264,1.1143550464227978,0.8986218093013074,0.625601706964117,1.1218062440904901,0.1939188735059092,-0.11410606133169028,0.91095511665558,1.0,0.0,1.0,0.0,0
-0.08844243458257485,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,2.227869324186469,1.7343369828920978,-0.6567415006860449,1.17949089597916,0.1939188735059092,-0.11410606133169028,0.16383764960691788,1.0,0.0,1.0,0.0,0
-0.08844243458257485,-0.29520177799689495,0.6311715317669284,0.034951779716887364,0.014705909945149568,0.23701396354193177,-0.6389311783575704,0.08348251009443589,0.1939188735059092,-0.11410606133169028,-0.5408912671140399,1.0,0.0,1.0,0.0,0
-0.2259346832858991,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,0.3500988965708323,0.44594275693962937,-0.5944053725363843,-0.66641796445827,0.1939188735059092,-0.11410606133169028,-0.3933020418821245,1.0,0.0,1.0,0.0,0
0.18654206282407368,-0.29520177799689495,0.6311715317669284,-0.6272924675504518,-0.5296204126112863,-0.2678972871691707,-0.585500211372147,-0.37799470501492155,0.1939188735059092,-0.11410606133169028,-0.6723728432214275,1.0,0.0,0.0,1.0,0
2.3864180420772616,-0.29520177799689495,0.6311715317669284,1.3594402742515657,2.5546563610484134,2.70933801874802,-0.17586279781723418,0.48727507331512365,0.1939188735059092,-0.11410606133169028,0.6896868839449642,1.0,0.0,1.0,0.0,0
-0.5009191806925476,-0.29520177799689495,0.6311715317669284,0.034951779716887364,-0.3247509974022984,-0.7379870723139902,3.6444513416405395,-0.8971565720129487,0.1939188735059092,-0.11410606133169028,3.052424679211194,1.0,0.0,1.0,0.0,0
0.18654206282407368,-0.29520177799689495,0.5145108115048879,-0.6272924675504518,2.637130046284237,1.9606765090729368,0.6790326739495405,0.37190576953778426,-0.9243318387020809,-0.6790319445455589,1.7482734920493088,1.0,0.0,1.0,0.0,0
-0.6384114293958719,-0.29520177799689495,0.5145108115048879,0.034951779716887364,0.48922841775126524,0.28924616189135616,0.999618475862081,0.14116716198310555,0.1939188735059092,-0.11410606133169028,1.030413758488201,1.0,0.0,1.0,0.0,0
-1.0508881755058448,-0.29520177799689495,0.5145108115048879,-0.6272924675504518,-0.8554512328328157,-0.9643265984948293,-0.6567415006860449,-0.7241026163469396,-0.9243318387020809,-0.6790319445455589,-0.8335938408882752,1.0,0.0,0.0,1.0,1
